name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,hyperlink 
HD 290327 b,184,2.43 Jupiters,8.99,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6851/hd-290327-b/
HD 240237 b,3045,15.89 Jupiters,8.19,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6850/hd-240237-b/
HD 24040 b,152,3.86 Jupiters,7.515,2006,https://exoplanets.nasa.gov/exoplanet-catalog/6600/hd-24040-b/
HD 24040 c,152,0.201 Jupiters,7.515,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7885/hd-24040-c/
HD 24064 b,979,12.89 Jupiters,6.74616,2015,https://exoplanets.nasa.gov/exoplanet-catalog/7099/hd-24064-b/
HD 24085 b,179,11.8 Earths,7.57,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7383/hd-24085-b/
HD 25015 b,122,4.48 Jupiters,8.87,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7341/hd-25015-b/
HD 25171 b,181,0.915 Jupiters,7.77,2010,https://exoplanets.nasa.gov/exoplanet-catalog/6601/hd-25171-b/
HD 25723 b,375,2.5 Jupiters,5.60075,2020,https://exoplanets.nasa.gov/exoplanet-catalog/8015/hd-25723-b/
HD 26161 b,133,13.5 Jupiters,6.89333,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7886/hd-26161-b/
HD 2638 b,179,0.42 Jupiters,9.44,2005,https://exoplanets.nasa.gov/exoplanet-catalog/6779/hd-2638-b/
HD 2685 b,642,1.17 Jupiters,9.595,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7416/hd-2685-b/
HD 26965 b,16,8.47 Earths,4.42018,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7281/hd-26965-b/
HD 27442 b,60,1.56 Jupiters,4.44,2000,https://exoplanets.nasa.gov/exoplanet-catalog/6602/hd-27442-b/
HD 27631 b,164,1.494 Jupiters,8.26,2012,https://exoplanets.nasa.gov/exoplanet-catalog/6603/hd-27631-b/
HD 27894 b,143,0.665 Jupiters,9.36,2005,https://exoplanets.nasa.gov/exoplanet-catalog/6604/hd-27894-b/
HD 27894 c,143,0.162 Jupiters,9.36,2017,https://exoplanets.nasa.gov/exoplanet-catalog/7217/hd-27894-c/
HD 27894 d,143,5.415 Jupiters,9.36,2017,https://exoplanets.nasa.gov/exoplanet-catalog/7218/hd-27894-d/
HD 27969 b,222,4.8 Jupiters,7.66,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7922/hd-27969-b/
HD 28185 b,128,5.9 Jupiters,7.8,2001,https://exoplanets.nasa.gov/exoplanet-catalog/6606/hd-28185-b/
HD 28254 b,180,1.16 Jupiters,7.69,2010,https://exoplanets.nasa.gov/exoplanet-catalog/6605/hd-28254-b/
HD 285507 b,147,0.98 Jupiters,10.49,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6853/hd-285507-b/
HD 285968 b,31,8.4 Earths,9.95,2008,https://exoplanets.nasa.gov/exoplanet-catalog/6852/hd-285968-b/
HD 28678 b,619,1.542 Jupiters,8.38,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6607/hd-28678-b/
HD 29021 b,101,2.4 Jupiters,7.76,2017,https://exoplanets.nasa.gov/exoplanet-catalog/7252/hd-29021-b/
HD 290327 b,184,2.43 Jupiters,8.99,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6851/hd-290327-b/
HD 240237 b,3045,15.89 Jupiters,8.19,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6850/hd-240237-b/
HD 24040 b,152,3.86 Jupiters,7.515,2006,https://exoplanets.nasa.gov/exoplanet-catalog/6600/hd-24040-b/
HD 24040 c,152,0.201 Jupiters,7.515,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7885/hd-24040-c/
HD 24064 b,979,12.89 Jupiters,6.74616,2015,https://exoplanets.nasa.gov/exoplanet-catalog/7099/hd-24064-b/
HD 24085 b,179,11.8 Earths,7.57,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7383/hd-24085-b/
HD 25015 b,122,4.48 Jupiters,8.87,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7341/hd-25015-b/
HD 25171 b,181,0.915 Jupiters,7.77,2010,https://exoplanets.nasa.gov/exoplanet-catalog/6601/hd-25171-b/
HD 25723 b,375,2.5 Jupiters,5.60075,2020,https://exoplanets.nasa.gov/exoplanet-catalog/8015/hd-25723-b/
HD 26161 b,133,13.5 Jupiters,6.89333,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7886/hd-26161-b/
HD 2638 b,179,0.42 Jupiters,9.44,2005,https://exoplanets.nasa.gov/exoplanet-catalog/6779/hd-2638-b/
HD 2685 b,642,1.17 Jupiters,9.595,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7416/hd-2685-b/
HD 26965 b,16,8.47 Earths,4.42018,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7281/hd-26965-b/
HD 27442 b,60,1.56 Jupiters,4.44,2000,https://exoplanets.nasa.gov/exoplanet-catalog/6602/hd-27442-b/
HD 27631 b,164,1.494 Jupiters,8.26,2012,https://exoplanets.nasa.gov/exoplanet-catalog/6603/hd-27631-b/
HD 27894 b,143,0.665 Jupiters,9.36,2005,https://exoplanets.nasa.gov/exoplanet-catalog/6604/hd-27894-b/
HD 27894 c,143,0.162 Jupiters,9.36,2017,https://exoplanets.nasa.gov/exoplanet-catalog/7217/hd-27894-c/
HD 27894 d,143,5.415 Jupiters,9.36,2017,https://exoplanets.nasa.gov/exoplanet-catalog/7218/hd-27894-d/
HD 27969 b,222,4.8 Jupiters,7.66,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7922/hd-27969-b/
HD 28185 b,128,5.9 Jupiters,7.8,2001,https://exoplanets.nasa.gov/exoplanet-catalog/6606/hd-28185-b/
HD 28254 b,180,1.16 Jupiters,7.69,2010,https://exoplanets.nasa.gov/exoplanet-catalog/6605/hd-28254-b/
HD 285507 b,147,0.98 Jupiters,10.49,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6853/hd-285507-b/
HD 285968 b,31,8.4 Earths,9.95,2008,https://exoplanets.nasa.gov/exoplanet-catalog/6852/hd-285968-b/
HD 28678 b,619,1.542 Jupiters,8.38,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6607/hd-28678-b/
HD 29021 b,101,2.4 Jupiters,7.76,2017,https://exoplanets.nasa.gov/exoplanet-catalog/7252/hd-29021-b/
HD 290327 b,184,2.43 Jupiters,8.99,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6851/hd-290327-b/
HD 240237 b,3045,15.89 Jupiters,8.19,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6850/hd-240237-b/
HD 24040 b,152,3.86 Jupiters,7.515,2006,https://exoplanets.nasa.gov/exoplanet-catalog/6600/hd-24040-b/
HD 24040 c,152,0.201 Jupiters,7.515,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7885/hd-24040-c/
HD 24064 b,979,12.89 Jupiters,6.74616,2015,https://exoplanets.nasa.gov/exoplanet-catalog/7099/hd-24064-b/
HD 24085 b,179,11.8 Earths,7.57,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7383/hd-24085-b/
HD 25015 b,122,4.48 Jupiters,8.87,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7341/hd-25015-b/
HD 25171 b,181,0.915 Jupiters,7.77,2010,https://exoplanets.nasa.gov/exoplanet-catalog/6601/hd-25171-b/
HD 25723 b,375,2.5 Jupiters,5.60075,2020,https://exoplanets.nasa.gov/exoplanet-catalog/8015/hd-25723-b/
HD 26161 b,133,13.5 Jupiters,6.89333,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7886/hd-26161-b/
HD 2638 b,179,0.42 Jupiters,9.44,2005,https://exoplanets.nasa.gov/exoplanet-catalog/6779/hd-2638-b/
HD 2685 b,642,1.17 Jupiters,9.595,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7416/hd-2685-b/
HD 26965 b,16,8.47 Earths,4.42018,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7281/hd-26965-b/
HD 27442 b,60,1.56 Jupiters,4.44,2000,https://exoplanets.nasa.gov/exoplanet-catalog/6602/hd-27442-b/
HD 27631 b,164,1.494 Jupiters,8.26,2012,https://exoplanets.nasa.gov/exoplanet-catalog/6603/hd-27631-b/
HD 27894 b,143,0.665 Jupiters,9.36,2005,https://exoplanets.nasa.gov/exoplanet-catalog/6604/hd-27894-b/
HD 27894 c,143,0.162 Jupiters,9.36,2017,https://exoplanets.nasa.gov/exoplanet-catalog/7217/hd-27894-c/
HD 27894 d,143,5.415 Jupiters,9.36,2017,https://exoplanets.nasa.gov/exoplanet-catalog/7218/hd-27894-d/
HD 27969 b,222,4.8 Jupiters,7.66,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7922/hd-27969-b/
HD 28185 b,128,5.9 Jupiters,7.8,2001,https://exoplanets.nasa.gov/exoplanet-catalog/6606/hd-28185-b/
HD 28254 b,180,1.16 Jupiters,7.69,2010,https://exoplanets.nasa.gov/exoplanet-catalog/6605/hd-28254-b/
HD 285507 b,147,0.98 Jupiters,10.49,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6853/hd-285507-b/
HD 285968 b,31,8.4 Earths,9.95,2008,https://exoplanets.nasa.gov/exoplanet-catalog/6852/hd-285968-b/
HD 28678 b,619,1.542 Jupiters,8.38,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6607/hd-28678-b/
HD 29021 b,101,2.4 Jupiters,7.76,2017,https://exoplanets.nasa.gov/exoplanet-catalog/7252/hd-29021-b/
HD 290327 b,184,2.43 Jupiters,8.99,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6851/hd-290327-b/
HD 240237 b,3045,15.89 Jupiters,8.19,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6850/hd-240237-b/
HD 24040 b,152,3.86 Jupiters,7.515,2006,https://exoplanets.nasa.gov/exoplanet-catalog/6600/hd-24040-b/
HD 24040 c,152,0.201 Jupiters,7.515,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7885/hd-24040-c/
HD 24064 b,979,12.89 Jupiters,6.74616,2015,https://exoplanets.nasa.gov/exoplanet-catalog/7099/hd-24064-b/
HD 24085 b,179,11.8 Earths,7.57,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7383/hd-24085-b/
HD 25015 b,122,4.48 Jupiters,8.87,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7341/hd-25015-b/
HD 25171 b,181,0.915 Jupiters,7.77,2010,https://exoplanets.nasa.gov/exoplanet-catalog/6601/hd-25171-b/
HD 25723 b,375,2.5 Jupiters,5.60075,2020,https://exoplanets.nasa.gov/exoplanet-catalog/8015/hd-25723-b/
HD 26161 b,133,13.5 Jupiters,6.89333,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7886/hd-26161-b/
HD 2638 b,179,0.42 Jupiters,9.44,2005,https://exoplanets.nasa.gov/exoplanet-catalog/6779/hd-2638-b/
HD 2685 b,642,1.17 Jupiters,9.595,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7416/hd-2685-b/
HD 26965 b,16,8.47 Earths,4.42018,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7281/hd-26965-b/
HD 27442 b,60,1.56 Jupiters,4.44,2000,https://exoplanets.nasa.gov/exoplanet-catalog/6602/hd-27442-b/
HD 27631 b,164,1.494 Jupiters,8.26,2012,https://exoplanets.nasa.gov/exoplanet-catalog/6603/hd-27631-b/
HD 27894 b,143,0.665 Jupiters,9.36,2005,https://exoplanets.nasa.gov/exoplanet-catalog/6604/hd-27894-b/
HD 27894 c,143,0.162 Jupiters,9.36,2017,https://exoplanets.nasa.gov/exoplanet-catalog/7217/hd-27894-c/
HD 27894 d,143,5.415 Jupiters,9.36,2017,https://exoplanets.nasa.gov/exoplanet-catalog/7218/hd-27894-d/
HD 27969 b,222,4.8 Jupiters,7.66,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7922/hd-27969-b/
HD 28185 b,128,5.9 Jupiters,7.8,2001,https://exoplanets.nasa.gov/exoplanet-catalog/6606/hd-28185-b/
HD 28254 b,180,1.16 Jupiters,7.69,2010,https://exoplanets.nasa.gov/exoplanet-catalog/6605/hd-28254-b/
HD 285507 b,147,0.98 Jupiters,10.49,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6853/hd-285507-b/
HD 285968 b,31,8.4 Earths,9.95,2008,https://exoplanets.nasa.gov/exoplanet-catalog/6852/hd-285968-b/
HD 28678 b,619,1.542 Jupiters,8.38,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6607/hd-28678-b/
HD 29021 b,101,2.4 Jupiters,7.76,2017,https://exoplanets.nasa.gov/exoplanet-catalog/7252/hd-29021-b/
HD 290327 b,184,2.43 Jupiters,8.99,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6851/hd-290327-b/
HD 29399 b,144,1.57 Jupiters,5.79,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8044/hd-29399-b/
HD 2952 b,359,1.37 Jupiters,5.9258,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6780/hd-2952-b/
HD 30177 b,181,8.622 Jupiters,8.41,2002,https://exoplanets.nasa.gov/exoplanet-catalog/6608/hd-30177-b/
HD 30177 c,181,7.6 Jupiters,8.41,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7171/hd-30177-c/
HD 30562 b,85,1.22 Jupiters,5.77466,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6609/hd-30562-b/
HD 30669 b,189,0.47 Jupiters,9.12,2014,https://exoplanets.nasa.gov/exoplanet-catalog/6610/hd-30669-b/
HD 30856 b,428,1.547 Jupiters,7.91,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6611/hd-30856-b/
HD 31253 b,190,0.62 Jupiters,7.13266,2010,https://exoplanets.nasa.gov/exoplanet-catalog/6612/hd-31253-b/
HD 31527 b,125,10.47 Earths,7.49,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7311/hd-31527-b/
HD 31527 c,125,14.16 Earths,7.49,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7312/hd-31527-c/
HD 31527 d,125,11.82 Earths,7.49,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7313/hd-31527-d/
HD 3167 b,154,5.02 Earths,8.97,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7224/hd-3167-b/
HD 3167 c,154,9.8 Earths,8.97,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7225/hd-3167-c/
HD 3167 d,154,6.9 Earths,8.97,2017,https://exoplanets.nasa.gov/exoplanet-catalog/7332/hd-3167-d/
HD 32518 b,398,3.04 Jupiters,6.43005,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6613/hd-32518-b/
HD 32963 b,124,0.7 Jupiters,7.6,2015,https://exoplanets.nasa.gov/exoplanet-catalog/7020/hd-32963-b/
HD 330075 b,148,0.48 Jupiters,9.36,2004,https://exoplanets.nasa.gov/exoplanet-catalog/6854/hd-330075-b/
HD 331093 b,164,1.5 Jupiters,8.38,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7863/hd-331093-b/
HD 33142 b,396,1.385 Jupiters,7.96,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6614/hd-33142-b/
HD 33142 c,396,5.97 Jupiters,7.96,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7292/hd-33142-c/
HD 332231 b,263,0.244 Jupiters,8.558,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7624/hd-332231-b/
HD 33283 b,293,0.329 Jupiters,8.05,2006,https://exoplanets.nasa.gov/exoplanet-catalog/6615/hd-33283-b/
HD 33564 b,68,9.1 Jupiters,5.10111,2005,https://exoplanets.nasa.gov/exoplanet-catalog/6616/hd-33564-b/
HD 33844 b,345,2.01 Jupiters,7.29,2015,https://exoplanets.nasa.gov/exoplanet-catalog/7095/hd-33844-b/
HD 33844 c,345,1.75 Jupiters,7.29,2015,https://exoplanets.nasa.gov/exoplanet-catalog/7096/hd-33844-c/
HD 29399 b,144,1.57 Jupiters,5.79,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8044/hd-29399-b/
HD 2952 b,359,1.37 Jupiters,5.9258,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6780/hd-2952-b/
HD 30177 b,181,8.622 Jupiters,8.41,2002,https://exoplanets.nasa.gov/exoplanet-catalog/6608/hd-30177-b/
HD 30177 c,181,7.6 Jupiters,8.41,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7171/hd-30177-c/
HD 30562 b,85,1.22 Jupiters,5.77466,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6609/hd-30562-b/
HD 30669 b,189,0.47 Jupiters,9.12,2014,https://exoplanets.nasa.gov/exoplanet-catalog/6610/hd-30669-b/
HD 30856 b,428,1.547 Jupiters,7.91,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6611/hd-30856-b/
HD 31253 b,190,0.62 Jupiters,7.13266,2010,https://exoplanets.nasa.gov/exoplanet-catalog/6612/hd-31253-b/
HD 31527 b,125,10.47 Earths,7.49,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7311/hd-31527-b/
HD 31527 c,125,14.16 Earths,7.49,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7312/hd-31527-c/
HD 31527 d,125,11.82 Earths,7.49,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7313/hd-31527-d/
HD 3167 b,154,5.02 Earths,8.97,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7224/hd-3167-b/
HD 3167 c,154,9.8 Earths,8.97,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7225/hd-3167-c/
HD 3167 d,154,6.9 Earths,8.97,2017,https://exoplanets.nasa.gov/exoplanet-catalog/7332/hd-3167-d/
HD 32518 b,398,3.04 Jupiters,6.43005,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6613/hd-32518-b/
HD 32963 b,124,0.7 Jupiters,7.6,2015,https://exoplanets.nasa.gov/exoplanet-catalog/7020/hd-32963-b/
HD 330075 b,148,0.48 Jupiters,9.36,2004,https://exoplanets.nasa.gov/exoplanet-catalog/6854/hd-330075-b/
HD 331093 b,164,1.5 Jupiters,8.38,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7863/hd-331093-b/
HD 33142 b,396,1.385 Jupiters,7.96,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6614/hd-33142-b/
HD 33142 c,396,5.97 Jupiters,7.96,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7292/hd-33142-c/
HD 332231 b,263,0.244 Jupiters,8.558,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7624/hd-332231-b/
HD 33283 b,293,0.329 Jupiters,8.05,2006,https://exoplanets.nasa.gov/exoplanet-catalog/6615/hd-33283-b/
HD 33564 b,68,9.1 Jupiters,5.10111,2005,https://exoplanets.nasa.gov/exoplanet-catalog/6616/hd-33564-b/
HD 33844 b,345,2.01 Jupiters,7.29,2015,https://exoplanets.nasa.gov/exoplanet-catalog/7095/hd-33844-b/
HD 33844 c,345,1.75 Jupiters,7.29,2015,https://exoplanets.nasa.gov/exoplanet-catalog/7096/hd-33844-c/
HD 29399 b,144,1.57 Jupiters,5.79,2022,https://exoplanets.nasa.gov/exoplanet-catalog/8044/hd-29399-b/
HD 2952 b,359,1.37 Jupiters,5.9258,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6780/hd-2952-b/
HD 30177 b,181,8.622 Jupiters,8.41,2002,https://exoplanets.nasa.gov/exoplanet-catalog/6608/hd-30177-b/
HD 30177 c,181,7.6 Jupiters,8.41,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7171/hd-30177-c/
HD 30562 b,85,1.22 Jupiters,5.77466,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6609/hd-30562-b/
HD 30669 b,189,0.47 Jupiters,9.12,2014,https://exoplanets.nasa.gov/exoplanet-catalog/6610/hd-30669-b/
HD 30856 b,428,1.547 Jupiters,7.91,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6611/hd-30856-b/
HD 31253 b,190,0.62 Jupiters,7.13266,2010,https://exoplanets.nasa.gov/exoplanet-catalog/6612/hd-31253-b/
HD 31527 b,125,10.47 Earths,7.49,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7311/hd-31527-b/
HD 31527 c,125,14.16 Earths,7.49,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7312/hd-31527-c/
HD 31527 d,125,11.82 Earths,7.49,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7313/hd-31527-d/
HD 3167 b,154,5.02 Earths,8.97,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7224/hd-3167-b/
HD 3167 c,154,9.8 Earths,8.97,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7225/hd-3167-c/
HD 3167 d,154,6.9 Earths,8.97,2017,https://exoplanets.nasa.gov/exoplanet-catalog/7332/hd-3167-d/
HD 32518 b,398,3.04 Jupiters,6.43005,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6613/hd-32518-b/
HD 32963 b,124,0.7 Jupiters,7.6,2015,https://exoplanets.nasa.gov/exoplanet-catalog/7020/hd-32963-b/
HD 330075 b,148,0.48 Jupiters,9.36,2004,https://exoplanets.nasa.gov/exoplanet-catalog/6854/hd-330075-b/
HD 331093 b,164,1.5 Jupiters,8.38,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7863/hd-331093-b/
HD 33142 b,396,1.385 Jupiters,7.96,2011,https://exoplanets.nasa.gov/exoplanet-catalog/6614/hd-33142-b/
HD 33142 c,396,5.97 Jupiters,7.96,2018,https://exoplanets.nasa.gov/exoplanet-catalog/7292/hd-33142-c/
HD 332231 b,263,0.244 Jupiters,8.558,2020,https://exoplanets.nasa.gov/exoplanet-catalog/7624/hd-332231-b/
HD 33283 b,293,0.329 Jupiters,8.05,2006,https://exoplanets.nasa.gov/exoplanet-catalog/6615/hd-33283-b/
HD 33564 b,68,9.1 Jupiters,5.10111,2005,https://exoplanets.nasa.gov/exoplanet-catalog/6616/hd-33564-b/
HD 33844 b,345,2.01 Jupiters,7.29,2015,https://exoplanets.nasa.gov/exoplanet-catalog/7095/hd-33844-b/
HD 33844 c,345,1.75 Jupiters,7.29,2015,https://exoplanets.nasa.gov/exoplanet-catalog/7096/hd-33844-c/
HD 34445 b,150,0.82 Jupiters,7.31,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6617/hd-34445-b/
HD 34445 c,150,0.168 Jupiters,7.31,2017,https://exoplanets.nasa.gov/exoplanet-catalog/7335/hd-34445-c/
HD 34445 d,150,30.7 Earths,7.31,2017,https://exoplanets.nasa.gov/exoplanet-catalog/7186/hd-34445-d/
HD 34445 e,150,16.8 Earths,7.31,2017,https://exoplanets.nasa.gov/exoplanet-catalog/7187/hd-34445-e/
HD 34445 f,150,37.9 Earths,7.31,2017,https://exoplanets.nasa.gov/exoplanet-catalog/7188/hd-34445-f/
HD 34445 g,150,0.38 Jupiters,7.31,2017,https://exoplanets.nasa.gov/exoplanet-catalog/7189/hd-34445-g/
HD 35759 b,232,3.76 Jupiters,7.74,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7112/hd-35759-b/
HD 360 b,364,0.75 Jupiters,5.986,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8362/hd-360-b/
HD 3651 b,36,0.228 Jupiters,5.88437,2003,https://exoplanets.nasa.gov/exoplanet-catalog/6781/hd-3651-b/
HD 37124 b,103,0.675 Jupiters,7.68,2002,https://exoplanets.nasa.gov/exoplanet-catalog/6618/hd-37124-b/
HD 37124 c,103,0.652 Jupiters,7.68,2002,https://exoplanets.nasa.gov/exoplanet-catalog/6619/hd-37124-c/
HD 37124 d,103,0.696 Jupiters,7.68,2005,https://exoplanets.nasa.gov/exoplanet-catalog/6620/hd-37124-d/
HD 37605 b,153,2.69 Jupiters,8.67,2004,https://exoplanets.nasa.gov/exoplanet-catalog/6621/hd-37605-b/
HD 37605 c,153,3.19 Jupiters,8.67,2012,https://exoplanets.nasa.gov/exoplanet-catalog/6622/hd-37605-c/
HD 3765 b,58,0.173 Jupiters,7.36,2021,https://exoplanets.nasa.gov/exoplanet-catalog/7887/hd-3765-b/
HD 38283 b,124,0.4 Jupiters,6.69,2010,https://exoplanets.nasa.gov/exoplanet-catalog/6623/hd-38283-b/
HD 38529 b,138,0.797 Jupiters,5.92848,2000,https://exoplanets.nasa.gov/exoplanet-catalog/6624/hd-38529-b/
HD 38529 c,138,12.99 Jupiters,5.92848,2000,https://exoplanets.nasa.gov/exoplanet-catalog/6625/hd-38529-c/
HD 38801 b,298,9.698 Jupiters,8.26,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6626/hd-38801-b/
HD 39091 b,60,12.9 Jupiters,5.65,2001,https://exoplanets.nasa.gov/exoplanet-catalog/6627/hd-39091-b/
HD 39194 b,86,4 Earths,8.09,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8028/hd-39194-b/
HD 39194 c,86,6.3 Earths,8.09,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8029/hd-39194-c/
HD 39194 d,86,4 Earths,8.09,2021,https://exoplanets.nasa.gov/exoplanet-catalog/8030/hd-39194-d/
HD 39855 b,76,8.5 Earths,7.51,2019,https://exoplanets.nasa.gov/exoplanet-catalog/7373/hd-39855-b/
HD 40307 b,42,4 Earths,7.17,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6628/hd-40307-b/
HD 40307 c,42,6.6 Earths,7.17,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6629/hd-40307-c/
HD 40307 d,42,9.5 Earths,7.17,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6630/hd-40307-d/
HD 40307 f,42,5.2 Earths,7.17,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6631/hd-40307-f/
HD 40307 g,42,7.1 Earths,7.17,2013,https://exoplanets.nasa.gov/exoplanet-catalog/6632/hd-40307-g/
HD 40956 b,380,2.7 Jupiters,6.42794,2017,https://exoplanets.nasa.gov/exoplanet-catalog/7201/hd-40956-b/
HD 40979 b,111,4.67 Jupiters,6.75512,2002,https://exoplanets.nasa.gov/exoplanet-catalog/6633/hd-40979-b/
HD 41004 A b,120,2.54 Jupiters,8.65,2004,https://exoplanets.nasa.gov/exoplanet-catalog/6634/hd-41004-a-b/
HD 41004 B b,136,18.37 Jupiters,8.6078,2003,https://exoplanets.nasa.gov/exoplanet-catalog/6635/hd-41004-b-b/
HD 4113 b,137,1.56 Jupiters,7.88,2007,https://exoplanets.nasa.gov/exoplanet-catalog/6782/hd-4113-b/
HD 42012 b,120,1.6 Jupiters,8.44,2017,https://exoplanets.nasa.gov/exoplanet-catalog/7251/hd-42012-b/
HD 4203 b,265,2.23 Jupiters,8.7,2001,https://exoplanets.nasa.gov/exoplanet-catalog/6783/hd-4203-b/
HD 4203 c,265,2.17 Jupiters,8.7,2014,https://exoplanets.nasa.gov/exoplanet-catalog/6784/hd-4203-c/
HD 4208 b,112,0.81 Jupiters,7.783,2001,https://exoplanets.nasa.gov/exoplanet-catalog/6785/hd-4208-b/
HD 42618 b,79,14.4 Earths,6.87,2016,https://exoplanets.nasa.gov/exoplanet-catalog/7244/hd-42618-b/
HD 4308 b,72,15.8915 Earths,6.55,2005,https://exoplanets.nasa.gov/exoplanet-catalog/6786/hd-4308-b/
HD 4313 b,445,1.927 Jupiters,7.83,2009,https://exoplanets.nasa.gov/exoplanet-catalog/6787/hd-4313-b/
HD 43197 b,204,0.6 Jupiters,8.98,2010,https://exoplanets.nasa.gov/exoplanet-catalog/6636/hd-43197-b/
